LH_Vis_31,-13.4940,-41.6627,-4.5060,left,Vis,Schaefer1000
LH_Vis_32,-7.4286,-61.1429,2.9048,left,Vis,Schaefer1000
LH_Vis_33,-29.3750,-95.9286,-2.4286,left,Vis,Schaefer1000
LH_Vis_34,-36.4359,-89.1923,0.9231,left,Vis,Schaefer1000
LH_Vis_35,-4.6966,-79.5281,2.0000,left,Vis,Schaefer1000
LH_Vis_36,-43.9876,-70.7826,6.6211,left,Vis,Schaefer1000
LH_Vis_37,-4.8710,-68.4839,6.4839,left,Vis,Schaefer1000
LH_Vis_38,-16.4521,-55.2603,0.7397,left,Vis,Schaefer1000
LH_Vis_39,-8.2258,-94.5968,-2.0806,left,Vis,Schaefer1000
LH_Vis_40,-6.0638,-102.9787,-1.0638,left,Vis,Schaefer1000
LH_Vis_41,-12.2388,-45.8209,2.2687,left,Vis,Schaefer1000
LH_Vis_42,-48.1491,-77.9130,8.9193,left,Vis,Schaefer1000
LH_Vis_43,-5.9412,-87.5647,1.9647,left,Vis,Schaefer1000
LH_Vis_44,-17.8721,-102.0930,2.9070,left,Vis,Schaefer1000
LH_Vis_45,-43.2895,-85.5263,10.1316,left,Vis,Schaefer1000
LH_Vis_46,-16.9268,-68.0488,4.0732,left,Vis,Schaefer1000
LH_Vis_47,-11.0560,-74.7680,8.7680,left,Vis,Schaefer1000
LH_Vis_48,-13.4737,-50.4737,4.9474,left,Vis,Schaefer1000
LH_Vis_49,-24.7774,-94.9585,7.9094,left,Vis,Schaefer1000
LH_Vis_50,-21.6610,-59.0847,5.2881,left,Vis,Schaefer1000
LH_Vis_51,-6.6250,-81.0208,9.8333,left,Vis,Schaefer1000
LH_Vis_52,-2.0851,-94.5532,4.5745,left,Vis,Schaefer1000
LH_Vis_53,-32.2081,-87.7557,9.6109,left,Vis,Schaefer1000
LH_Vis_54,-8.7609,-99.8913,10.9022,left,Vis,Schaefer1000
LH_Vis_55,-16.7000,-57.9000,8.2000,left,Vis,Schaefer1000
LH_Vis_56,-17.7794,-64.8529,9.1765,left,Vis,Schaefer1000
LH_Vis_57,-8.0000,-69.4286,12.1429,left,Vis,Schaefer1000
LH_Vis_58,-17.7450,-98.2282,17.1275,left,Vis,Schaefer1000
LH_Vis_59,-48.3846,-75.0769,20.2308,left,Vis,Schaefer1000
LH_Vis_60,-1.0642,-79.3578,12.4404,left,Vis,Schaefer1000
LH_Vis_61,-41.8898,-80.2712,16.5678,left,Vis,Schaefer1000
LH_Vis_62,-3.3778,-92.4889,16.5889,left,Vis,Schaefer1000
LH_Vis_63,-17.5000,-60.1364,16.3636,left,Vis,Schaefer1000
LH_Vis_64,-25.2881,-91.0000,20.1186,left,Vis,Schaefer1000
LH_Vis_65,-34.5490,-89.8824,19.2157,left,Vis,Schaefer1000
LH_Vis_66,-7.0588,-68.0588,16.4118,left,Vis,Schaefer1000
LH_Vis_67,-2.3600,-82.4667,21.3467,left,Vis,Schaefer1000
LH_Vis_68,-10.0522,-95.3043,25.6174,left,Vis,Schaefer1000
LH_Vis_69,-15.6056,-66.9577,17.4366,left,Vis,Schaefer1000
LH_Vis_70,-17.3189,-89.7297,23.1784,left,Vis,Schaefer1000
LH_Vis_71,-3.8571,-76.7429,27.0000,left,Vis,Schaefer1000
LH_Vis_72,-27.1562,-81.0938,19.5312,left,Vis,Schaefer1000
LH_Vis_73,-5.3054,-88.3952,32.3832,left,Vis,Schaefer1000
LH_Vis_74,-31.4359,-84.9060,25.6923,left,Vis,Schaefer1000
LH_Vis_75,-13.6899,-74.7597,24.3256,left,Vis,Schaefer1000
LH_Vis_76,-17.2795,-89.1801,33.5652,left,Vis,Schaefer1000
LH_Vis_77,-23.8835,-81.4951,29.1262,left,Vis,Schaefer1000
LH_Vis_78,-12.0694,-80.5556,34.6667,left,Vis,Schaefer1000
LH_Vis_79,-14.3393,-85.7321,42.0357,left,Vis,Schaefer1000
LH_Vis_80,-22.6517,-81.4831,41.9551,left,Vis,Schaefer1000
LH_Vis_81,-12.5042,-78.9748,44.8739,left,Vis,Schaefer1000
LH_SomMot_1,-49.8269,5.6731,-8.1827,left,SomMot,Schaefer1000
LH_SomMot_2,-55.6509,-3.2453,-0.6509,left,SomMot,Schaefer1000
LH_SomMot_3,-62.3636,-11.3636,3.0606,left,SomMot,Schaefer1000
LH_SomMot_4,-65.2059,-18.5294,6.1471,left,SomMot,Schaefer1000
LH_SomMot_5,-52.4478,-13.7313,6.5970,left,SomMot,Schaefer1000
LH_SomMot_6,-42.6825,-19.3492,2.9683,left,SomMot,Schaefer1000
LH_SomMot_7,-65.7241,-29.7011,5.6552,left,SomMot,Schaefer1000
LH_SomMot_8,-52.6577,-20.3221,6.1074,left,SomMot,Schaefer1000
LH_SomMot_9,-59.6646,-26.0994,10.0870,left,SomMot,Schaefer1000
LH_SomMot_10,-40.9275,-23.7971,11.2464,left,SomMot,Schaefer1000
LH_SomMot_11,-33.5652,-24.3188,9.8551,left,SomMot,Schaefer1000
LH_SomMot_12,-36.0556,-14.2778,13.8889,left,SomMot,Schaefer1000
LH_SomMot_13,-62.0333,-39.6667,9.1333,left,SomMot,Schaefer1000
LH_SomMot_14,-42.7826,-29.8551,8.4638,left,SomMot,Schaefer1000
LH_SomMot_15,-33.4098,-30.8852,16.4262,left,SomMot,Schaefer1000
LH_SomMot_16,-33.8378,-22.5405,18.4865,left,SomMot,Schaefer1000
LH_SomMot_17,-40.2299,-13.1494,17.8161,left,SomMot,Schaefer1000
LH_SomMot_18,-48.5231,-33.6615,11.1077,left,SomMot,Schaefer1000
LH_SomMot_19,-54.7407,-46.9630,14.0741,left,SomMot,Schaefer1000
LH_SomMot_20,-59.0047,-36.3944,15.7183,left,SomMot,Schaefer1000
LH_SomMot_21,-47.7069,-13.4310,13.8276,left,SomMot,Schaefer1000
LH_SomMot_22,-54.6667,-7.3333,9.1111,left,SomMot,Schaefer1000
LH_SomMot_23,-64.6897,-45.9310,14.6897,left,SomMot,Schaefer1000
LH_SomMot_24,-38.9474,-26.0842,19.9368,left,SomMot,Schaefer1000
LH_SomMot_25,-39.7009,-36.3738,16.4860,left,SomMot,Schaefer1000
LH_SomMot_26,-57.5208,-14.3958,15.0417,left,SomMot,Schaefer1000
LH_SomMot_27,-60.2523,-3.2252,11.6036,left,SomMot,Schaefer1000
LH_SomMot_28,-48.6935,-21.9677,18.3871,left,SomMot,Schaefer1000
LH_SomMot_29,-64.9615,-11.2692,15.7308,left,SomMot,Schaefer1000
LH_SomMot_30,-47.3818,-30.2909,17.9818,left,SomMot,Schaefer1000
LH_SomMot_31,-61.3714,-17.9238,20.4190,left,SomMot,Schaefer1000
LH_SomMot_32,-60.2340,1.5106,22.0638,left,SomMot,Schaefer1000
LH_SomMot_33,-59.5152,-6.5253,19.2929,left,SomMot,Schaefer1000
LH_SomMot_34,-63.6566,-9.7172,27.8990,left,SomMot,Schaefer1000
LH_SomMot_35,-56.7939,-1.6794,29.0076,left,SomMot,Schaefer1000
LH_SomMot_36,-53.8873,-9.8732,31.1549,left,SomMot,Schaefer1000
LH_SomMot_37,-60.7925,-10.6792,39.0566,left,SomMot,Schaefer1000
LH_SomMot_38,-53.5690,-5.0000,36.5862,left,SomMot,Schaefer1000
LH_SomMot_39,-55.1871,-18.9548,41.6258,left,SomMot,Schaefer1000
LH_SomMot_40,-49.1603,-16.1069,40.5802,left,SomMot,Schaefer1000
LH_SomMot_41,-44.4634,-12.9268,37.8780,left,SomMot,Schaefer1000
LH_SomMot_42,-7.7931,-6.7310,41.6414,left,SomMot,Schaefer1000
LH_SomMot_43,-52.1036,-3.5959,47.2332,left,SomMot,Schaefer1000
LH_SomMot_44,-56.4545,-16.8636,50.6364,left,SomMot,Schaefer1000
LH_SomMot_45,-46.9655,-27.5172,44.6207,left,SomMot,Schaefer1000
LH_SomMot_46,-39.1429,-18.4898,40.5306,left,SomMot,Schaefer1000
LH_SomMot_47,-7.8857,-9.2952,47.6952,left,SomMot,Schaefer1000
LH_SomMot_48,-50.9682,-25.8217,54.6242,left,SomMot,Schaefer1000
LH_SomMot_49,-43.3710,-11.9677,50.3226,left,SomMot,Schaefer1000
LH_SomMot_50,-47.1325,-17.2289,53.4337,left,SomMot,Schaefer1000
LH_SomMot_51,-8.1553,-19.2427,47.4757,left,SomMot,Schaefer1000
LH_SomMot_52,-35.2308,-20.1538,45.4359,left,SomMot,Schaefer1000
LH_SomMot_53,-39.5890,-5.0137,58.1096,left,SomMot,Schaefer1000
LH_SomMot_54,-5.7241,-27.8391,50.4828,left,SomMot,Schaefer1000
LH_SomMot_55,-3.4909,-11.5636,54.3030,left,SomMot,Schaefer1000
LH_SomMot_56,-39.6235,-15.5294,57.7765,left,SomMot,Schaefer1000
LH_SomMot_57,-43.4301,-32.1658,63.2850,left,SomMot,Schaefer1000
LH_SomMot_58,-39.2741,-25.7037,54.3852,left,SomMot,Schaefer1000
LH_SomMot_59,-33.0692,-45.3082,61.3459,left,SomMot,Schaefer1000
LH_SomMot_60,-4.4667,-22.2444,57.3111,left,SomMot,Schaefer1000
LH_SomMot_61,-33.3659,-38.5041,61.7073,left,SomMot,Schaefer1000
LH_SomMot_62,-8.8687,-40.5253,57.7374,left,SomMot,Schaefer1000
LH_SomMot_63,-27.2056,-11.3925,60.4486,left,SomMot,Schaefer1000
LH_SomMot_64,-35.1605,-16.6296,67.3951,left,SomMot,Schaefer1000
LH_SomMot_65,-4.5600,-11.9733,62.9333,left,SomMot,Schaefer1000
LH_SomMot_66,-31.1080,-28.9390,62.6854,left,SomMot,Schaefer1000
LH_SomMot_67,-29.6909,-24.4727,60.4364,left,SomMot,Schaefer1000
LH_SomMot_68,-2.7899,-32.8067,59.2773,left,SomMot,Schaefer1000
LH_SomMot_69,-25.3494,-40.1687,62.0241,left,SomMot,Schaefer1000
LH_SomMot_70,-24.4583,-47.2292,63.6042,left,SomMot,Schaefer1000
LH_SomMot_71,-24.0000,-11.8500,71.3250,left,SomMot,Schaefer1000
LH_SomMot_72,-29.0820,-32.8852,71.7049,left,SomMot,Schaefer1000
LH_SomMot_73,-3.5960,-21.7778,64.8081,left,SomMot,Schaefer1000
LH_SomMot_74,-22.0588,-28.8824,56.1176,left,SomMot,Schaefer1000
LH_SomMot_75,-16.1495,-10.0374,66.3178,left,SomMot,Schaefer1000
LH_SomMot_76,-10.9383,-45.1358,69.9259,left,SomMot,Schaefer1000
LH_SomMot_77,-23.2000,-20.9500,71.5167,left,SomMot,Schaefer1000
LH_SomMot_78,-5.0909,-42.3896,65.4545,left,SomMot,Schaefer1000
LH_SomMot_79,-20.1515,-50.3030,68.1364,left,SomMot,Schaefer1000
LH_SomMot_80,-17.6140,-26.0351,64.3509,left,SomMot,Schaefer1000
LH_SomMot_81,-22.5532,-38.1702,70.6241,left,SomMot,Schaefer1000
LH_SomMot_82,-12.4127,-8.5397,71.2698,left,SomMot,Schaefer1000
LH_SomMot_83,-14.1758,-49.5165,72.9670,left,SomMot,Schaefer1000
LH_SomMot_84,-19.4915,-30.7910,68.1017,left,SomMot,Schaefer1000
LH_SomMot_85,-16.6000,-14.4889,74.6889,left,SomMot,Schaefer1000
LH_SomMot_86,-7.1579,-16.1930,74.3509,left,SomMot,Schaefer1000
LH_SomMot_87,-3.0377,-29.9245,70.6604,left,SomMot,Schaefer1000
LH_SomMot_88,-8.2093,-40.0000,75.7674,left,SomMot,Schaefer1000
LH_SomMot_89,-17.3178,-38.7907,74.2791,left,SomMot,Schaefer1000
LH_SomMot_90,-12.0696,-26.4174,73.2696,left,SomMot,Schaefer1000
LH_SomMot_91,-9.9000,-34.0000,72.2750,left,SomMot,Schaefer1000
LH_DorsAttn_Post_1,-44.5078,-41.1295,-21.6166,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_2,-50.6368,-48.9596,-20.5022,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_3,-42.6460,-53.5031,-17.0311,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_4,-44.7771,-57.9490,-10.6752,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_5,-47.2658,-62.3797,-5.4937,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_6,-57.3558,-59.2577,-4.9877,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_7,-48.1649,-65.1753,1.2990,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_8,-54.1538,-67.8154,5.5692,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_9,-57.8056,-59.9167,6.0417,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_10,-49.1096,-61.6164,10.3014,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_11,-48.0331,-69.2397,16.0496,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_12,-45.1910,-62.3820,15.8652,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_13,-43.4783,-71.4565,22.7826,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_14,-39.1148,-86.9508,24.5246,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_15,-43.4507,-78.1831,27.7746,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_16,-34.9697,-84.8182,33.8788,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_17,-30.4286,-76.8857,29.9143,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_18,-27.3333,-70.6222,26.9778,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_19,-57.0820,-22.6885,38.3279,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_20,-22.8049,-72.5610,35.6098,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_21,-26.8472,-67.1250,37.0139,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_22,-58.6891,-30.0504,44.7395,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_23,-51.8692,-27.2897,41.7196,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_24,-51.8636,-33.7273,45.3333,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_25,-41.9231,-39.1538,42.2000,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_26,-24.1188,-64.2574,47.1683,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_27,-17.6957,-77.0290,50.5507,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_28,-42.5522,-32.8358,42.9104,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_29,-19.3333,-68.7193,46.2982,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_30,-32.6857,-39.5143,42.6286,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_31,-28.6316,-58.9474,51.0789,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_32,-32.3750,-47.5000,46.6607,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_33,-27.5676,-53.6216,48.8649,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_34,-6.0541,-76.7568,52.0541,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_35,-40.6715,-35.6496,51.4015,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_36,-26.0247,-64.8889,56.7654,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_37,-28.2857,-57.1429,57.1429,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_38,-15.1772,-71.8987,55.0127,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_39,-38.0455,-41.7727,56.6364,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_40,-36.9474,-52.5526,57.5658,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_41,-8.2316,-69.7053,59.6842,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_42,-21.3882,-68.2824,62.2353,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_43,-29.0617,-60.9630,62.8148,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_44,-3.3175,-52.8571,57.9524,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_45,-6.5827,-61.1654,60.3937,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_46,-14.6977,-63.6512,60.6279,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_47,-31.9579,-52.1053,67.1579,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_48,-22.5041,-58.1301,64.7805,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_49,-6.7500,-53.4375,67.1667,left,DorsAttn,Schaefer1000
LH_DorsAttn_Post_50,-14.3026,-58.7763,67.0658,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_1,-42.3931,-2.3006,49.9422,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_2,-28.6821,3.5607,57.4682,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_3,-32.8186,-3.2744,51.3116,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_4,-24.0863,-5.2806,52.0863,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_5,-22.3310,7.0141,61.2324,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_6,-20.5385,-5.5962,60.1923,left,DorsAttn,Schaefer1000
LH_DorsAttn_FEF_7,-19.2096,-0.3713,68.8383,left,DorsAttn,Schaefer1000
LH_DorsAttn_PrCv_1,-51.2057,5.6738,27.0922,left,DorsAttn,Schaefer1000
LH_DorsAttn_PrCv_2,-54.5455,6.5974,34.9091,left,DorsAttn,Schaefer1000
LH_DorsAttn_PrCv_3,-41.4583,2.4167,31.2083,left,DorsAttn,Schaefer1000
LH_DorsAttn_PrCv_4,-49.1970,1.6667,38.9091,left,DorsAttn,Schaefer1000
LH_SalVentAttn_ParOper_1,-46.9027,-38.8673,23.4159,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_2,-58.6968,-44.8903,22.8000,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_3,-59.9574,-24.6099,20.1702,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_4,-53.3846,-41.1868,30.0659,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_5,-58.1885,-31.6754,23.5183,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_6,-61.7778,-43.8704,31.0370,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_7,-58.9794,-18.7629,30.5361,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_8,-61.2390,-36.1366,33.6000,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_ParOper_9,-63.9151,-26.9245,34.6132,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_TempOcc_1,-56.5546,-57.1092,13.9496,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_TempOcc_2,-48.8056,-50.8611,12.9444,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_1,-36.5455,5.6364,-15.8182,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_2,-38.9537,0.9444,-9.3889,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_3,-37.5172,10.0920,-1.2874,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_4,-40.8358,-9.8209,-9.5821,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_5,-34.7027,29.5946,-0.8378,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_6,-45.9012,-12.4198,-4.5432,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_7,-31.5098,19.6863,3.3725,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_8,-39.1875,-2.1125,1.6875,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_9,-38.6667,-15.4889,2.6556,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_10,-32.7500,25.7778,7.3889,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_11,-31.5682,13.3409,10.2500,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_12,-36.0952,-2.9143,9.8095,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_13,-37.4648,18.5634,7.9718,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_14,-38.2133,6.2400,10.5600,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_15,-37.5172,-3.8621,16.5517,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_16,-43.0476,12.8571,1.9286,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_17,-44.0645,-2.0323,12.1935,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_18,-45.9091,6.9318,1.2500,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_19,-47.7885,-3.4615,6.5192,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_20,-53.8105,5.8947,1.4947,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_21,-58.0270,1.5946,7.5676,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_22,-55.0080,8.1120,11.9520,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_FrOperIns_23,-58.6667,5.3913,16.8116,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_PFCl_1,-29.7765,41.8436,30.5419,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_PFCl_2,-25.5873,37.3175,39.2063,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_1,-6.9721,27.3631,28.1453,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_2,-4.9620,15.8987,31.1646,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_3,-2.3853,0.8807,35.8349,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_4,-7.3194,5.7083,38.9583,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_5,-7.0000,-19.1481,39.2593,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_6,-5.7937,17.0583,40.2780,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_7,-11.0105,-31.4105,39.7263,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_8,-11.5294,-20.1176,40.1412,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_9,-13.6250,-40.4500,45.2000,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_10,-5.8824,3.3235,49.7059,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_11,-12.3951,-28.6667,43.9012,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_12,-4.3896,-49.3766,51.0130,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_13,-10.8974,-45.3077,52.6923,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_14,-12.0563,-36.7042,50.1408,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_15,-4.5366,3.0488,58.5854,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_16,-8.6667,-48.1333,59.8667,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_17,-3.3258,-2.0000,63.9551,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_18,-12.8421,6.1053,68.3158,left,SalVentAttn,Schaefer1000
LH_SalVentAttn_Med_19,-8.3371,-2.8090,71.2022,left,SalVentAttn,Schaefer1000
LH_Limbic_OFC_1,-19.2621,12.8932,-21.8447,left,Limbic,Schaefer1000
LH_Limbic_OFC_2,-12.9828,20.7759,-17.1034,left,Limbic,Schaefer1000
LH_Limbic_OFC_3,-14.0714,23.7500,-23.7679,left,Limbic,Schaefer1000
LH_Limbic_OFC_4,-9.9765,34.3294,-21.9529,left,Limbic,Schaefer1000
LH_Limbic_OFC_5,-27.3043,15.3739,-23.0609,left,Limbic,Schaefer1000
LH_Limbic_OFC_6,-6.8785,19.4579,-22.0000,left,Limbic,Schaefer1000
LH_Limbic_OFC_7,-24.3453,28.1295,-17.2374,left,Limbic,Schaefer1000
LH_Limbic_OFC_8,-18.9084,40.9402,-19.0040,left,Limbic,Schaefer1000
LH_Limbic_OFC_9,-3.1100,38.0957,-22.0191,left,Limbic,Schaefer1000
LH_Limbic_OFC_10,-8.7711,50.5863,-22.7068,left,Limbic,Schaefer1000
LH_Limbic_OFC_11,-3.0375,20.0000,-17.4625,left,Limbic,Schaefer1000
LH_Limbic_OFC_12,-3.9333,16.6000,-10.0333,left,Limbic,Schaefer1000
LH_Limbic_OFC_13,-9.7207,63.0615,-15.0615,left,Limbic,Schaefer1000
LH_Limbic_OFC_14,-22.2988,61.5685,-11.0373,left,Limbic,Schaefer1000
LH_Limbic_TempPole_1,-28.6211,1.0352,-42.8530,left,Limbic,Schaefer1000
LH_Limbic_TempPole_2,-42.9153,-2.4068,-42.9407,left,Limbic,Schaefer1000
LH_Limbic_TempPole_3,-37.6547,-11.2230,-37.5683,left,Limbic,Schaefer1000
LH_Limbic_TempPole_4,-28.2308,-7.9327,-34.2404,left,Limbic,Schaefer1000
LH_Limbic_TempPole_5,-50.8545,-13.8028,-36.5352,left,Limbic,Schaefer1000
LH_Limbic_TempPole_6,-18.7119,-1.8983,-29.8983,left,Limbic,Schaefer1000
LH_Limbic_TempPole_7,-38.8861,-18.2194,-28.5316,left,Limbic,Schaefer1000
